,DATAFLOW,MEASURE,Measure,SECTOR,Sector of Ownership,WORK_TYPE,Type of work,BUILDING_TYPE,Type of building,REGION_TYPE,Region Type,REGION,Region,FREQ,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,UNIT_MEASURE,Unit of Measure,UNIT_MULT,Unit of Multiplier,OBS_STATUS,Observation Status,OBS_COMMENT,Observation Comment
1763,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),11300,Burwood (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1764,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),11350,Byron (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1765,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),11400,Cabonne (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1766,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),11450,Camden (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1767,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),11500,Campbelltown (C) (NSW),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1768,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),11520,Canada Bay (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1769,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),11570,Canterbury-Bankstown (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1770,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),11600,Carrathool (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1771,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),11650,Central Coast (C) (NSW),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1772,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),11700,Central Darling (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1773,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),11720,Cessnock (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1774,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),11730,Clarence Valley (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1775,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),11750,Cobar (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1776,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),11800,Coffs Harbour (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1777,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),12000,Coolamon (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1778,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),12150,Coonamble (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1779,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),12160,Cootamundra-Gundagai Regional (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1780,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),12350,Cowra (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1781,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),12380,Cumberland (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1782,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),12390,Dubbo Regional (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1783,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),12700,Dungog (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1784,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),12730,Edward River (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1785,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),12750,Eurobodalla (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1786,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),12850,Fairfield (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1787,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),12870,Federation (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1788,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),12900,Forbes (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1789,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),12930,Georges River (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1790,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),12950,Gilgandra (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6828,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),13010,Glen Innes Severn (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6829,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),13310,Goulburn Mulwaree (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6830,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),13340,Greater Hume Shire (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6831,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),13450,Griffith (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6832,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),13550,Gunnedah (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6833,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),13660,Gwydir (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6834,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),13800,Hawkesbury (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6835,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),13850,Hay (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6836,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),13910,Hilltops (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6837,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),14000,Hornsby (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6838,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),14100,Hunters Hill (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6839,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),14170,Inner West (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6840,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),14220,Inverell (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6841,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),14300,Junee (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6842,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),14350,Kempsey (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6843,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),14400,Kiama (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6844,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),14500,Ku-ring-gai (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6845,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),14550,Kyogle (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6846,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),14600,Lachlan (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6847,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),14650,Lake Macquarie (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6848,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),14700,Lane Cove (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6849,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),14750,Leeton (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6850,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),14850,Lismore (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6851,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),14870,Lithgow (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6852,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),14900,Liverpool (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6853,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),14920,Liverpool Plains (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6854,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),14950,Lockhart (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6855,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),15050,Maitland (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6856,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),15240,Mid-Coast (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6857,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),15270,Mid-Western Regional (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6858,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),15300,Moree Plains (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6859,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),15350,Mosman (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6860,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),15520,Murray River (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6861,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),15560,Murrumbidgee (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6862,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),15650,Muswellbrook (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6863,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),15700,Nambucca Valley (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6864,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),15750,Narrabri (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6865,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),15800,Narrandera (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6866,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),15850,Narromine (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6867,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),15900,Newcastle (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6868,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),15950,North Sydney (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6869,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,200,Commercial Buildings - Total,LGA2021,Local Government Areas (2021),15990,Northern Beaches (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
153,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),0,Australia,M,Monthly,Sep-2021,2021-09,9,NUM,Number,0,Units,,,,
154,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),1,New South Wales,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
155,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),2,Victoria,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
156,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),3,Queensland,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
157,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),4,South Australia,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
158,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),5,Western Australia,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
159,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),6,Tasmania,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
160,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),7,Northern Territory,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
161,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),8,Australian Capital Territory,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1791,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),10050,Albury (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1792,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),10180,Armidale Regional (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1793,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),10250,Ballina (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1794,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),10300,Balranald (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1795,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),10470,Bathurst Regional (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1796,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),10500,Bayside (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1797,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),10550,Bega Valley (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1798,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),10600,Bellingen (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1799,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),10650,Berrigan (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
