,DATAFLOW,MEASURE,Measure,SECTOR,Sector of Ownership,WORK_TYPE,Type of work,BUILDING_TYPE,Type of building,REGION_TYPE,Region Type,REGION,Region,FREQ,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,UNIT_MEASURE,Unit of Measure,UNIT_MULT,Unit of Multiplier,OBS_STATUS,Observation Status,OBS_COMMENT,Observation Comment
8528,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),14700,Lane Cove (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8529,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),14750,Leeton (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8530,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),14850,Lismore (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8531,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),14870,Lithgow (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8532,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),14900,Liverpool (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8533,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),14920,Liverpool Plains (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8534,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),14950,Lockhart (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8535,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),15050,Maitland (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8536,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),15240,Mid-Coast (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8537,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),15270,Mid-Western Regional (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8538,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),15300,Moree Plains (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8539,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),15350,Mosman (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8540,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),15520,Murray River (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8541,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),15560,Murrumbidgee (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8542,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),15650,Muswellbrook (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8543,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),15700,Nambucca Valley (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8544,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),15750,Narrabri (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8545,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),15800,Narrandera (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8546,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),15850,Narromine (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8547,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),15900,Newcastle (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8548,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),15950,North Sydney (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
8549,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,220,Transport buildings,LGA2021,Local Government Areas (2021),15990,Northern Beaches (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
513,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),0,Australia,M,Monthly,Sep-2021,2021-09,0,NUM,Number,0,Units,,,,
514,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),1,New South Wales,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
515,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),2,Victoria,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
516,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),3,Queensland,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
517,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),4,South Australia,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
518,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),5,Western Australia,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
519,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),6,Tasmania,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
520,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),7,Northern Territory,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
521,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),8,Australian Capital Territory,M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3591,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),10050,Albury (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3592,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),10180,Armidale Regional (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3593,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),10250,Ballina (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3594,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),10300,Balranald (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3595,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),10470,Bathurst Regional (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3596,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),10500,Bayside (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3597,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),10550,Bega Valley (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3598,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),10600,Bellingen (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3599,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),10650,Berrigan (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3600,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),10750,Blacktown (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3601,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),10800,Bland (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3602,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),10850,Blayney (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3603,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),10900,Blue Mountains (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3604,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),10950,Bogan (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3605,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),11150,Bourke (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3606,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),11200,Brewarrina (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3607,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),11250,Broken Hill (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
3608,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,5,Public Sector,TOT,Total Work,230,Offices,LGA2021,Local Government Areas (2021),11300,Burwood (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
